"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar la compra de televisor en la pagina virtual del exito","Realizar compra de televisor","SUCCESS","2021-07-02T16:00:30.457-05:00[America/Bogota]","0.0","34.18"
