"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar la compra de televisor en la pagina virtual del exito","Realizar compra de televisor","ERROR","2021-07-02T15:48:15.388-05:00[America/Bogota]","0.0","18.37"
